date,campaign,channel,format,impressions,clicks,ctr_%,conversions,conv_rate_%,spend_eur,revenue_eur,roas,cpc_eur,client
2026-04-02,YouTube Pre-Roll,YouTube,Video,5712,304,5.33,24,7.98,893.76,1421.67,1.59,2.94,Cupra Wines
2026-04-03,Brand Awareness - Instagram,Instagram,Reel,2061,60,2.96,2,3.73,49.2,67.59,1.37,0.82,Cupra Wines
2026-04-03,Conversion - Google Search,Google Ads,Search,4476,230,5.15,6,2.69,271.4,416.24,1.53,1.18,Cupra Wines
2026-04-03,Retargeting - Facebook,Facebook,Carousel,3741,109,2.94,4,4.2,248.52,414.03,1.67,2.28,Cupra Wines
2026-04-03,Email Newsletter - Weekly,Email,Newsletter,867,18,2.18,1,5.94,52.2,110.82,2.12,2.9,Cupra Wines
2026-04-03,YouTube Pre-Roll,YouTube,Video,8769,223,2.55,11,5.21,111.5,255.26,2.29,0.5,Cupra Wines
2026-04-04,Brand Awareness - Instagram,Instagram,Reel,3506,169,4.83,6,4.06,515.45,282.64,0.55,3.05,Cupra Wines
2026-04-04,Conversion - Google Search,Google Ads,Search,10063,313,3.12,5,1.61,663.56,581.11,0.88,2.12,Cupra Wines
2026-04-04,Retargeting - Facebook,Facebook,Carousel,7508,365,4.87,22,6.19,792.05,1843.35,2.33,2.17,Cupra Wines
2026-04-04,Email Newsletter - Weekly,Email,Newsletter,9116,444,4.87,23,5.25,856.92,2430.44,2.84,1.93,Cupra Wines
2026-04-04,YouTube Pre-Roll,YouTube,Video,9651,150,1.56,10,7.31,183.0,543.14,2.97,1.22,Cupra Wines
2026-04-05,Brand Awareness - Instagram,Instagram,Reel,1777,84,4.77,6,7.2,215.04,596.86,2.78,2.56,Cupra Wines
2026-04-05,Conversion - Google Search,Google Ads,Search,6335,247,3.91,14,6.04,437.19,548.63,1.25,1.77,Cupra Wines
2026-04-05,Retargeting - Facebook,Facebook,Carousel,5977,157,2.63,7,4.6,408.2,757.47,1.86,2.6,Cupra Wines
2026-04-05,Email Newsletter - Weekly,Email,Newsletter,10363,198,1.92,14,7.26,689.04,458.19,0.66,3.48,Cupra Wines
2026-04-05,YouTube Pre-Roll,YouTube,Video,1310,35,2.69,0,2.41,83.65,0.0,0.0,2.39,Cupra Wines
2026-04-06,Brand Awareness - Instagram,Instagram,Reel,4431,71,1.6,4,6.78,59.64,388.27,6.51,0.84,Cupra Wines
2026-04-06,Conversion - Google Search,Google Ads,Search,8989,88,0.98,3,3.66,169.84,129.0,0.76,1.93,Cupra Wines
2026-04-06,Retargeting - Facebook,Facebook,Carousel,9879,388,3.93,17,4.61,128.04,1691.89,13.21,0.33,Cupra Wines
2026-04-06,Email Newsletter - Weekly,Email,Newsletter,1696,41,2.47,1,3.3,61.5,32.17,0.52,1.5,Cupra Wines
2026-04-06,YouTube Pre-Roll,YouTube,Video,10588,266,2.52,8,3.21,465.5,806.56,1.73,1.75,Cupra Wines
2026-04-07,Brand Awareness - Instagram,Instagram,Reel,6440,236,3.67,12,5.28,49.56,323.95,6.54,0.21,Cupra Wines
2026-04-07,Conversion - Google Search,Google Ads,Search,2598,37,1.44,0,1.4,28.49,0.0,0.0,0.77,Cupra Wines
2026-04-07,Retargeting - Facebook,Facebook,Carousel,1660,81,4.91,4,5.98,234.9,111.69,0.48,2.9,Cupra Wines
2026-04-07,Email Newsletter - Weekly,Email,Newsletter,1172,54,4.66,3,6.37,150.66,129.73,0.86,2.79,Cupra Wines
2026-04-07,YouTube Pre-Roll,YouTube,Video,7787,310,3.98,18,5.93,375.1,1705.08,4.55,1.21,Cupra Wines
2026-04-08,Brand Awareness - Instagram,Instagram,Reel,9876,354,3.59,20,5.86,354.0,1373.44,3.88,1.0,Cupra Wines
2026-04-08,Conversion - Google Search,Google Ads,Search,7757,264,3.4,7,2.81,894.96,731.1,0.82,3.39,Cupra Wines
2026-04-08,Retargeting - Facebook,Facebook,Carousel,3110,159,5.14,3,2.45,178.08,301.92,1.7,1.12,Cupra Wines
2026-04-08,Email Newsletter - Weekly,Email,Newsletter,2795,24,0.87,1,6.55,65.04,108.98,1.68,2.71,Cupra Wines
2026-04-08,YouTube Pre-Roll,YouTube,Video,4584,150,3.29,1,1.04,256.5,119.06,0.46,1.71,Cupra Wines
2026-04-09,Brand Awareness - Instagram,Instagram,Reel,6187,296,4.8,12,4.11,402.56,417.37,1.04,1.36,Cupra Wines
2026-04-09,Conversion - Google Search,Google Ads,Search,6917,335,4.85,25,7.7,519.25,2779.93,5.35,1.55,Cupra Wines
2026-04-09,Retargeting - Facebook,Facebook,Carousel,3009,80,2.68,3,4.27,57.6,354.66,6.16,0.72,Cupra Wines
2026-04-09,Email Newsletter - Weekly,Email,Newsletter,6599,348,5.28,7,2.25,863.04,130.2,0.15,2.48,Cupra Wines
2026-04-09,YouTube Pre-Roll,YouTube,Video,9228,284,3.09,3,1.15,394.76,233.6,0.59,1.39,Cupra Wines
2026-04-10,Brand Awareness - Instagram,Instagram,Reel,3380,29,0.88,2,7.03,23.2,211.22,9.1,0.8,Cupra Wines
2026-04-10,Conversion - Google Search,Google Ads,Search,1821,16,0.92,0,3.82,21.76,0.0,0.0,1.36,Cupra Wines
2026-04-10,Retargeting - Facebook,Facebook,Carousel,10153,502,4.95,15,3.1,256.02,1099.84,4.3,0.51,Cupra Wines
2026-04-10,Email Newsletter - Weekly,Email,Newsletter,6102,212,3.49,14,6.9,203.52,673.01,3.31,0.96,Cupra Wines
2026-04-10,YouTube Pre-Roll,YouTube,Video,2701,55,2.05,2,4.53,24.75,97.85,3.95,0.45,Cupra Wines
2026-04-11,Brand Awareness - Instagram,Instagram,Reel,4633,74,1.61,1,1.85,93.24,109.34,1.17,1.26,Cupra Wines
2026-04-11,Conversion - Google Search,Google Ads,Search,4346,58,1.35,0,1.4,120.64,0.0,0.0,2.08,Cupra Wines
2026-04-11,Retargeting - Facebook,Facebook,Carousel,996,8,0.86,0,3.58,15.68,0.0,0.0,1.96,Cupra Wines
2026-04-11,Email Newsletter - Weekly,Email,Newsletter,9656,231,2.4,11,4.9,517.44,767.45,1.48,2.24,Cupra Wines
2026-04-11,YouTube Pre-Roll,YouTube,Video,2692,46,1.72,0,1.73,48.3,0.0,0.0,1.05,Cupra Wines
2026-04-12,Brand Awareness - Instagram,Instagram,Reel,6728,206,3.06,4,2.26,432.6,475.37,1.1,2.1,Cupra Wines
2026-04-12,Conversion - Google Search,Google Ads,Search,11298,434,3.85,34,7.85,1197.84,3355.96,2.8,2.76,Cupra Wines
2026-04-12,Retargeting - Facebook,Facebook,Carousel,11084,527,4.76,6,1.17,495.38,536.6,1.08,0.94,Cupra Wines
2026-04-12,Email Newsletter - Weekly,Email,Newsletter,6760,238,3.52,13,5.62,266.56,702.26,2.63,1.12,Cupra Wines
2026-04-12,YouTube Pre-Roll,YouTube,Video,2583,60,2.36,3,6.49,106.2,287.93,2.71,1.77,Cupra Wines
2026-04-13,Brand Awareness - Instagram,Instagram,Reel,8509,431,5.08,21,4.91,646.5,2272.33,3.51,1.5,Cupra Wines
2026-04-13,Conversion - Google Search,Google Ads,Search,5577,194,3.49,13,7.11,112.52,398.9,3.55,0.58,Cupra Wines
2026-04-13,Retargeting - Facebook,Facebook,Carousel,2560,91,3.58,1,2.13,109.2,15.83,0.14,1.2,Cupra Wines
2026-04-13,Email Newsletter - Weekly,Email,Newsletter,11633,341,2.93,19,5.69,1077.56,1814.32,1.68,3.16,Cupra Wines
2026-04-13,YouTube Pre-Roll,YouTube,Video,4919,96,1.96,5,5.33,286.08,391.3,1.37,2.98,Cupra Wines
2026-04-14,Brand Awareness - Instagram,Instagram,Reel,3363,50,1.51,2,5.67,158.0,74.47,0.47,3.16,Cupra Wines
2026-04-14,Conversion - Google Search,Google Ads,Search,10248,484,4.72,30,6.36,130.68,3112.34,23.82,0.27,Cupra Wines
2026-04-14,Retargeting - Facebook,Facebook,Carousel,5014,215,4.31,3,1.54,58.05,323.29,5.57,0.27,Cupra Wines
2026-04-14,Email Newsletter - Weekly,Email,Newsletter,7947,301,3.79,12,4.28,963.2,1258.79,1.31,3.2,Cupra Wines
2026-04-14,YouTube Pre-Roll,YouTube,Video,7833,305,3.9,8,2.73,118.95,295.3,2.48,0.39,Cupra Wines
2026-04-15,Brand Awareness - Instagram,Instagram,Reel,1148,57,5.04,1,1.8,112.86,28.69,0.25,1.98,Cupra Wines
2026-04-15,Conversion - Google Search,Google Ads,Search,1519,72,4.74,0,1.16,87.12,0.0,0.0,1.21,Cupra Wines
2026-04-15,Retargeting - Facebook,Facebook,Carousel,8339,389,4.67,27,7.04,1038.63,2135.09,2.06,2.67,Cupra Wines
2026-04-15,Email Newsletter - Weekly,Email,Newsletter,5194,164,3.17,11,6.86,396.88,681.67,1.72,2.42,Cupra Wines
2026-04-15,YouTube Pre-Roll,YouTube,Video,4193,120,2.88,9,7.9,33.6,692.51,20.61,0.28,Cupra Wines
2026-04-16,Brand Awareness - Instagram,Instagram,Reel,8469,365,4.32,21,5.85,496.4,841.33,1.69,1.36,Cupra Wines
2026-04-16,Conversion - Google Search,Google Ads,Search,7684,237,3.1,11,4.79,656.49,919.13,1.4,2.77,Cupra Wines
2026-04-16,Retargeting - Facebook,Facebook,Carousel,5929,228,3.86,5,2.24,702.24,197.47,0.28,3.08,Cupra Wines
2026-04-16,Email Newsletter - Weekly,Email,Newsletter,10949,403,3.69,6,1.63,1184.82,314.46,0.27,2.94,Cupra Wines
2026-04-16,YouTube Pre-Roll,YouTube,Video,8040,360,4.48,21,6.0,482.4,1327.24,2.75,1.34,Cupra Wines
2026-04-17,Brand Awareness - Instagram,Instagram,Reel,3353,89,2.68,3,3.63,101.46,194.54,1.92,1.14,Cupra Wines
2026-04-17,Conversion - Google Search,Google Ads,Search,7755,156,2.02,10,6.81,346.32,911.25,2.63,2.22,Cupra Wines
2026-04-17,Retargeting - Facebook,Facebook,Carousel,2360,78,3.31,1,1.29,137.28,69.75,0.51,1.76,Cupra Wines
2026-04-17,Email Newsletter - Weekly,Email,Newsletter,4777,97,2.04,2,2.29,254.14,165.27,0.65,2.62,Cupra Wines
2026-04-17,YouTube Pre-Roll,YouTube,Video,10896,100,0.92,7,7.42,237.0,127.05,0.54,2.37,Cupra Wines
2026-04-18,Brand Awareness - Instagram,Instagram,Reel,5480,236,4.31,5,2.5,143.96,585.3,4.07,0.61,Cupra Wines
2026-04-18,Conversion - Google Search,Google Ads,Search,6373,255,4.0,14,5.75,206.55,1156.69,5.6,0.81,Cupra Wines
2026-04-18,Retargeting - Facebook,Facebook,Carousel,3000,116,3.89,1,1.42,307.4,73.73,0.24,2.65,Cupra Wines
2026-04-18,Email Newsletter - Weekly,Email,Newsletter,10674,229,2.15,8,3.89,190.07,854.16,4.49,0.83,Cupra Wines
2026-04-18,YouTube Pre-Roll,YouTube,Video,1276,39,3.1,2,6.53,89.31,73.4,0.82,2.29,Cupra Wines
2026-04-19,Brand Awareness - Instagram,Instagram,Reel,8933,125,1.4,6,4.8,293.75,665.01,2.26,2.35,Cupra Wines
2026-04-19,Conversion - Google Search,Google Ads,Search,4328,136,3.16,3,2.65,315.52,56.8,0.18,2.32,Cupra Wines
2026-04-19,Retargeting - Facebook,Facebook,Carousel,9209,474,5.15,14,3.06,189.6,1639.74,8.65,0.4,Cupra Wines
2026-04-19,Email Newsletter - Weekly,Email,Newsletter,1624,64,3.97,4,6.33,121.6,70.65,0.58,1.9,Cupra Wines
2026-04-19,YouTube Pre-Roll,YouTube,Video,10815,257,2.38,12,4.9,377.79,374.74,0.99,1.47,Cupra Wines
2026-04-20,Brand Awareness - Instagram,Instagram,Reel,1838,80,4.39,6,7.73,108.0,464.31,4.3,1.35,Cupra Wines
2026-04-20,Conversion - Google Search,Google Ads,Search,4105,224,5.47,3,1.66,313.6,283.61,0.9,1.4,Cupra Wines
2026-04-20,Retargeting - Facebook,Facebook,Carousel,1105,47,4.33,0,1.85,159.33,0.0,0.0,3.39,Cupra Wines
2026-04-20,Email Newsletter - Weekly,Email,Newsletter,5715,127,2.24,5,4.29,231.14,541.16,2.34,1.82,Cupra Wines
2026-04-20,YouTube Pre-Roll,YouTube,Video,6656,234,3.52,3,1.3,702.0,288.21,0.41,3.0,Cupra Wines
2026-04-21,Brand Awareness - Instagram,Instagram,Reel,8597,177,2.06,10,6.05,184.08,750.59,4.08,1.04,Cupra Wines
2026-04-21,Conversion - Google Search,Google Ads,Search,2878,78,2.73,2,3.44,141.18,209.09,1.48,1.81,Cupra Wines
2026-04-21,Retargeting - Facebook,Facebook,Carousel,8961,440,4.92,17,3.95,550.0,1719.99,3.13,1.25,Cupra Wines
2026-04-21,Email Newsletter - Weekly,Email,Newsletter,5690,53,0.95,3,6.16,141.51,49.68,0.35,2.67,Cupra Wines
2026-04-21,YouTube Pre-Roll,YouTube,Video,5106,44,0.88,2,5.32,35.64,155.37,4.36,0.81,Cupra Wines
2026-04-22,Brand Awareness - Instagram,Instagram,Reel,6873,365,5.32,10,2.78,1241.0,452.13,0.36,3.4,Cupra Wines
2026-04-22,Conversion - Google Search,Google Ads,Search,8186,328,4.01,3,1.03,488.72,333.29,0.68,1.49,Cupra Wines
2026-04-22,Retargeting - Facebook,Facebook,Carousel,2804,87,3.1,5,6.66,230.55,291.69,1.27,2.65,Cupra Wines
2026-04-22,Email Newsletter - Weekly,Email,Newsletter,5175,64,1.24,4,7.59,191.36,216.61,1.13,2.99,Cupra Wines
2026-04-22,YouTube Pre-Roll,YouTube,Video,7709,338,4.38,17,5.11,1135.68,471.95,0.42,3.36,Cupra Wines
2026-04-23,Brand Awareness - Instagram,Instagram,Reel,5810,282,4.86,8,3.0,253.8,203.45,0.8,0.9,Cupra Wines
2026-04-23,Conversion - Google Search,Google Ads,Search,3173,88,2.78,4,5.38,146.96,280.21,1.91,1.67,Cupra Wines
2026-04-23,Retargeting - Facebook,Facebook,Carousel,10133,132,1.31,3,2.62,231.0,302.1,1.31,1.75,Cupra Wines
2026-04-23,Email Newsletter - Weekly,Email,Newsletter,2987,146,4.92,6,4.53,407.34,655.96,1.61,2.79,Cupra Wines
2026-04-23,YouTube Pre-Roll,YouTube,Video,9214,342,3.72,4,1.34,885.78,198.4,0.22,2.59,Cupra Wines
2026-04-24,Brand Awareness - Instagram,Instagram,Reel,6951,268,3.86,4,1.8,777.2,244.17,0.31,2.9,Cupra Wines
2026-04-24,Conversion - Google Search,Google Ads,Search,5494,138,2.52,10,7.9,373.98,927.07,2.48,2.71,Cupra Wines
2026-04-24,Retargeting - Facebook,Facebook,Carousel,6999,267,3.82,17,6.38,806.34,1984.73,2.46,3.02,Cupra Wines
2026-04-24,Email Newsletter - Weekly,Email,Newsletter,3878,44,1.15,3,7.25,102.96,324.38,3.15,2.34,Cupra Wines
2026-04-24,YouTube Pre-Roll,YouTube,Video,10571,526,4.98,40,7.75,1183.5,3216.02,2.72,2.25,Cupra Wines
2026-04-25,Brand Awareness - Instagram,Instagram,Reel,4056,169,4.17,11,7.0,177.45,518.47,2.92,1.05,Cupra Wines
2026-04-25,Conversion - Google Search,Google Ads,Search,3947,191,4.85,8,4.55,76.4,803.16,10.51,0.4,Cupra Wines
2026-04-25,Retargeting - Facebook,Facebook,Carousel,11236,129,1.15,7,5.71,159.96,222.92,1.39,1.24,Cupra Wines
2026-04-25,Email Newsletter - Weekly,Email,Newsletter,6462,180,2.79,4,2.71,77.4,121.34,1.57,0.43,Cupra Wines
2026-04-25,YouTube Pre-Roll,YouTube,Video,2898,49,1.7,2,4.8,70.07,220.46,3.15,1.43,Cupra Wines
2026-04-26,Brand Awareness - Instagram,Instagram,Reel,4966,148,2.99,6,4.14,29.6,297.62,10.05,0.2,Cupra Wines
2026-04-26,Conversion - Google Search,Google Ads,Search,2871,50,1.75,0,1.37,72.5,0.0,0.0,1.45,Cupra Wines
2026-04-26,Retargeting - Facebook,Facebook,Carousel,3848,198,5.16,13,6.76,536.58,380.31,0.71,2.71,Cupra Wines
2026-04-26,Email Newsletter - Weekly,Email,Newsletter,4016,77,1.92,4,6.49,69.3,384.41,5.55,0.9,Cupra Wines
2026-04-26,YouTube Pre-Roll,YouTube,Video,7170,192,2.69,12,6.46,481.92,570.29,1.18,2.51,Cupra Wines
2026-04-27,Brand Awareness - Instagram,Instagram,Reel,3809,64,1.68,2,4.05,49.92,208.48,4.18,0.78,Cupra Wines
2026-04-27,Conversion - Google Search,Google Ads,Search,5365,271,5.06,5,2.12,750.67,224.41,0.3,2.77,Cupra Wines
2026-04-27,Retargeting - Facebook,Facebook,Carousel,8885,185,2.09,13,7.52,549.45,906.9,1.65,2.97,Cupra Wines
2026-04-27,Email Newsletter - Weekly,Email,Newsletter,10893,124,1.14,8,7.01,295.12,205.83,0.7,2.38,Cupra Wines
2026-04-27,YouTube Pre-Roll,YouTube,Video,10445,467,4.48,14,3.2,1475.72,1067.23,0.72,3.16,Cupra Wines
2026-04-28,Brand Awareness - Instagram,Instagram,Reel,1996,97,4.89,6,6.28,116.4,98.42,0.85,1.2,Cupra Wines
2026-04-28,Conversion - Google Search,Google Ads,Search,7365,82,1.12,4,5.69,72.98,138.77,1.9,0.89,Cupra Wines
2026-04-28,Retargeting - Facebook,Facebook,Carousel,3326,92,2.79,6,6.89,194.12,109.89,0.57,2.11,Cupra Wines
2026-04-28,Email Newsletter - Weekly,Email,Newsletter,3534,98,2.79,3,3.21,33.32,227.94,6.84,0.34,Cupra Wines
2026-04-28,YouTube Pre-Roll,YouTube,Video,7095,374,5.27,12,3.37,1297.78,497.58,0.38,3.47,Cupra Wines
